Food,B,C,D,E,F,G,H,I,J
6717,3,6,3,1,1,3,4,1,4
6718,3,6,3,1,1,3,4,2,4
6719,3,6,3,1,1,3,4,3,4
6720,3,6,3,1,1,4,1,1,5
6721,3,6,3,1,1,4,1,2,5
6722,3,6,3,1,1,4,1,3,5
6723,3,6,3,1,1,4,2,1,5
6724,3,6,3,1,1,4,2,2,5
6725,3,6,3,1,1,4,2,3,5
6726,3,6,3,1,1,4,3,1,5
6727,3,6,3,1,1,4,3,2,5
6728,3,6,3,1,1,4,3,3,5
6729,3,6,3,1,1,4,4,1,5
6730,3,6,3,1,1,4,4,2,5
6731,3,6,3,1,1,4,4,3,5
6732,3,6,3,1,2,2,1,1,9
6733,3,6,3,1,2,2,2,1,9
6734,3,6,3,1,2,2,3,1,9
6735,3,6,3,1,2,2,4,1,9
6736,3,6,3,1,2,4,1,1,5
6737,3,6,3,1,2,4,1,2,5
6738,3,6,3,1,2,4,1,3,5
6739,3,6,3,1,2,4,2,1,5
6740,3,6,3,1,2,4,2,2,5
6741,3,6,3,1,2,4,2,3,5
6742,3,6,3,1,2,4,3,1,5
6743,3,6,3,1,2,4,3,2,5
6744,3,6,3,1,2,4,3,3,5
6745,3,6,3,1,2,4,4,1,5
6746,3,6,3,1,2,4,4,2,5
6747,3,6,3,1,2,4,4,3,5
6748,3,6,3,1,3,1,1,1,6
6749,3,6,3,1,3,1,1,2,6
6750,3,6,3,1,3,1,1,3,6
6751,3,6,3,1,3,1,2,1,6
6752,3,6,3,1,3,1,2,2,6
6753,3,6,3,1,3,1,2,3,6
6754,3,6,3,1,3,1,3,1,6
6755,3,6,3,1,3,1,3,2,6
6756,3,6,3,1,3,1,3,3,6
6757,3,6,3,1,3,1,4,1,6
6758,3,6,3,1,3,1,4,2,6
6759,3,6,3,1,3,1,4,3,6
6760,3,6,3,1,3,2,1,1,6
6761,3,6,3,1,3,2,1,2,6
6762,3,6,3,1,3,2,1,3,6
6763,3,6,3,1,3,2,2,1,6
6764,3,6,3,1,3,2,2,2,6
6765,3,6,3,1,3,2,2,3,6
6766,3,6,3,1,3,2,3,1,6
6767,3,6,3,1,3,2,3,2,6
6768,3,6,3,1,3,2,3,3,6
6769,3,6,3,1,3,2,4,1,6
6770,3,6,3,1,3,2,4,2,6
6771,3,6,3,1,3,2,4,3,6
6772,3,6,3,1,3,3,1,1,6
6773,3,6,3,1,3,3,1,2,6
6774,3,6,3,1,3,3,1,3,6
6775,3,6,3,1,3,3,2,1,6
6776,3,6,3,1,3,3,2,2,6
6777,3,6,3,1,3,3,2,3,6
6778,3,6,3,1,3,3,3,1,6
6779,3,6,3,1,3,3,3,2,6
6780,3,6,3,1,3,3,3,3,6
6781,3,6,3,1,3,3,4,1,6
6782,3,6,3,1,3,3,4,2,6
6783,3,6,3,1,3,3,4,3,6
6784,3,6,3,1,3,4,1,1,5
6785,3,6,3,1,3,4,1,2,5
6786,3,6,3,1,3,4,1,3,5
6787,3,6,3,1,3,4,2,1,5
6788,3,6,3,1,3,4,2,2,5
6789,3,6,3,1,3,4,2,3,5
6790,3,6,3,1,3,4,3,1,5
6791,3,6,3,1,3,4,3,2,5
6792,3,6,3,1,3,4,3,3,5
6793,3,6,3,1,3,4,4,1,5
6794,3,6,3,1,3,4,4,2,5
6795,3,6,3,1,3,4,4,3,5
6796,3,6,3,2,1,1,1,1,4
6797,3,6,3,2,1,1,1,2,4
6798,3,6,3,2,1,1,1,3,4
6799,3,6,3,2,1,1,2,1,4
6800,3,6,3,2,1,1,2,2,4
6801,3,6,3,2,1,1,2,3,4
6802,3,6,3,2,1,1,3,1,4
6803,3,6,3,2,1,1,3,2,4
6804,3,6,3,2,1,1,3,3,4
6805,3,6,3,2,1,1,4,1,4
6806,3,6,3,2,1,1,4,2,4
6807,3,6,3,2,1,1,4,3,4
6808,3,6,3,2,1,2,1,1,4
6809,3,6,3,2,1,2,1,2,4
6810,3,6,3,2,1,2,1,3,4
6811,3,6,3,2,1,2,2,1,4
6812,3,6,3,2,1,2,2,2,4
6813,3,6,3,2,1,2,2,3,4
6814,3,6,3,2,1,2,3,1,4
6815,3,6,3,2,1,2,3,2,4
6816,3,6,3,2,1,2,3,3,4
6817,3,6,3,2,1,2,4,1,4
6818,3,6,3,2,1,2,4,2,4
6819,3,6,3,2,1,2,4,3,4
6820,3,6,3,2,1,3,1,1,4
6821,3,6,3,2,1,3,1,2,4
6822,3,6,3,2,1,3,1,3,4
6823,3,6,3,2,1,3,2,1,4
6824,3,6,3,2,1,3,2,2,4
6825,3,6,3,2,1,3,2,3,4
6826,3,6,3,2,1,3,3,1,4
6827,3,6,3,2,1,3,3,2,4
6828,3,6,3,2,1,3,3,3,4
6829,3,6,3,2,1,3,4,1,4
6830,3,6,3,2,1,3,4,2,4
6831,3,6,3,2,1,3,4,3,4
6832,3,6,3,2,1,4,1,1,5
6833,3,6,3,2,1,4,1,2,5
6834,3,6,3,2,1,4,1,3,5
6835,3,6,3,2,1,4,2,1,5
6836,3,6,3,2,1,4,2,2,5
6837,3,6,3,2,1,4,2,3,5
6838,3,6,3,2,1,4,3,1,5
6839,3,6,3,2,1,4,3,2,5
6840,3,6,3,2,1,4,3,3,5
6841,3,6,3,2,1,4,4,1,5
6842,3,6,3,2,1,4,4,2,5
6843,3,6,3,2,1,4,4,3,5
6844,3,6,3,2,2,2,1,1,9
6845,3,6,3,2,2,2,2,1,9
6846,3,6,3,2,2,2,3,1,9
6847,3,6,3,2,2,2,4,1,9
6848,3,6,3,2,2,4,1,1,5
6849,3,6,3,2,2,4,1,2,5
6850,3,6,3,2,2,4,1,3,5
6851,3,6,3,2,2,4,2,1,5
6852,3,6,3,2,2,4,2,2,5
6853,3,6,3,2,2,4,2,3,5
6854,3,6,3,2,2,4,3,1,5
6855,3,6,3,2,2,4,3,2,5
6856,3,6,3,2,2,4,3,3,5
6857,3,6,3,2,2,4,4,1,5
6858,3,6,3,2,2,4,4,2,5
6859,3,6,3,2,2,4,4,3,5
6860,3,6,3,2,3,1,1,1,6
6861,3,6,3,2,3,1,1,2,6
6862,3,6,3,2,3,1,1,3,6
6863,3,6,3,2,3,1,2,1,6
6864,3,6,3,2,3,1,2,2,6
6865,3,6,3,2,3,1,2,3,6
6866,3,6,3,2,3,1,3,1,6
6867,3,6,3,2,3,1,3,2,6
6868,3,6,3,2,3,1,3,3,6
6869,3,6,3,2,3,1,4,1,6
6870,3,6,3,2,3,1,4,2,6
6871,3,6,3,2,3,1,4,3,6
6872,3,6,3,2,3,2,1,1,6
6873,3,6,3,2,3,2,1,2,6
6874,3,6,3,2,3,2,1,3,6
6875,3,6,3,2,3,2,2,1,6
6876,3,6,3,2,3,2,2,2,6
6877,3,6,3,2,3,2,2,3,6
6878,3,6,3,2,3,2,3,1,6
6879,3,6,3,2,3,2,3,2,6
6880,3,6,3,2,3,2,3,3,6
6881,3,6,3,2,3,2,4,1,6
6882,3,6,3,2,3,2,4,2,6
6883,3,6,3,2,3,2,4,3,6
6884,3,6,3,2,3,3,1,1,6
6885,3,6,3,2,3,3,1,2,6
6886,3,6,3,2,3,3,1,3,6
6887,3,6,3,2,3,3,2,1,6
6888,3,6,3,2,3,3,2,2,6
6889,3,6,3,2,3,3,2,3,6
6890,3,6,3,2,3,3,3,1,6
6891,3,6,3,2,3,3,3,2,6
6892,3,6,3,2,3,3,3,3,6
6893,3,6,3,2,3,3,4,1,6
6894,3,6,3,2,3,3,4,2,6
6895,3,6,3,2,3,3,4,3,6
6896,3,6,3,2,3,4,1,1,5
6897,3,6,3,2,3,4,1,2,5
6898,3,6,3,2,3,4,1,3,5
6899,3,6,3,2,3,4,2,1,5
6900,3,6,3,2,3,4,2,2,5
6901,3,6,3,2,3,4,2,3,5
6902,3,6,3,2,3,4,3,1,5
6903,3,6,3,2,3,4,3,2,5
6904,3,6,3,2,3,4,3,3,5
6905,3,6,3,2,3,4,4,1,5
6906,3,6,3,2,3,4,4,2,5
6907,3,6,3,2,3,4,4,3,5
6908,3,6,3,3,1,1,1,1,4
6909,3,6,3,3,1,1,1,2,4
6910,3,6,3,3,1,1,1,3,4
6911,3,6,3,3,1,1,2,1,4
6912,3,6,3,3,1,1,2,2,4
6913,3,6,3,3,1,1,2,3,4
6914,3,6,3,3,1,1,3,1,4
6915,3,6,3,3,1,1,3,2,4
6916,3,6,3,3,1,1,3,3,4
6917,3,6,3,3,1,1,4,1,4
6918,3,6,3,3,1,1,4,2,4
6919,3,6,3,3,1,1,4,3,4
6920,3,6,3,3,1,2,1,1,4
6921,3,6,3,3,1,2,1,2,4
6922,3,6,3,3,1,2,1,3,4
6923,3,6,3,3,1,2,2,1,4
6924,3,6,3,3,1,2,2,2,4
6925,3,6,3,3,1,2,2,3,4
6926,3,6,3,3,1,2,3,1,4
6927,3,6,3,3,1,2,3,2,4
6928,3,6,3,3,1,2,3,3,4
6929,3,6,3,3,1,2,4,1,4
6930,3,6,3,3,1,2,4,2,4
6931,3,6,3,3,1,2,4,3,4
6932,3,6,3,3,1,3,1,1,4
6933,3,6,3,3,1,3,1,2,4
6934,3,6,3,3,1,3,1,3,4
6935,3,6,3,3,1,3,2,1,4
6936,3,6,3,3,1,3,2,2,4
6937,3,6,3,3,1,3,2,3,4
6938,3,6,3,3,1,3,3,1,4
6939,3,6,3,3,1,3,3,2,4
6940,3,6,3,3,1,3,3,3,4
6941,3,6,3,3,1,3,4,1,4
6942,3,6,3,3,1,3,4,2,4
6943,3,6,3,3,1,3,4,3,4
6944,3,6,3,3,1,4,1,1,5
6945,3,6,3,3,1,4,1,2,5
6946,3,6,3,3,1,4,1,3,5
6947,3,6,3,3,1,4,2,1,5
6948,3,6,3,3,1,4,2,2,5
6949,3,6,3,3,1,4,2,3,5
6950,3,6,3,3,1,4,3,1,5
6951,3,6,3,3,1,4,3,2,5
6952,3,6,3,3,1,4,3,3,5
6953,3,6,3,3,1,4,4,1,5
6954,3,6,3,3,1,4,4,2,5
6955,3,6,3,3,1,4,4,3,5
6956,3,6,3,3,2,2,1,1,9
6957,3,6,3,3,2,2,2,1,9
6958,3,6,3,3,2,2,3,1,9
6959,3,6,3,3,2,2,4,1,9
6960,3,6,3,3,2,4,1,1,5
6961,3,6,3,3,2,4,1,2,5
6962,3,6,3,3,2,4,1,3,5
6963,3,6,3,3,2,4,2,1,5
6964,3,6,3,3,2,4,2,2,5
6965,3,6,3,3,2,4,2,3,5
6966,3,6,3,3,2,4,3,1,5
6967,3,6,3,3,2,4,3,2,5
6968,3,6,3,3,2,4,3,3,5
6969,3,6,3,3,2,4,4,1,5
6970,3,6,3,3,2,4,4,2,5
6971,3,6,3,3,2,4,4,3,5
6972,3,6,3,3,3,1,1,1,6
6973,3,6,3,3,3,1,1,2,6
6974,3,6,3,3,3,1,1,3,6
6975,3,6,3,3,3,1,2,1,6
6976,3,6,3,3,3,1,2,2,6
6977,3,6,3,3,3,1,2,3,6
6978,3,6,3,3,3,1,3,1,6
6979,3,6,3,3,3,1,3,2,6
6980,3,6,3,3,3,1,3,3,6
6981,3,6,3,3,3,1,4,1,6
6982,3,6,3,3,3,1,4,2,6
6983,3,6,3,3,3,1,4,3,6
6984,3,6,3,3,3,2,1,1,6
6985,3,6,3,3,3,2,1,2,6
6986,3,6,3,3,3,2,1,3,6
6987,3,6,3,3,3,2,2,1,6
6988,3,6,3,3,3,2,2,2,6
6989,3,6,3,3,3,2,2,3,6
6990,3,6,3,3,3,2,3,1,6
6991,3,6,3,3,3,2,3,2,6
6992,3,6,3,3,3,2,3,3,6
6993,3,6,3,3,3,2,4,1,6
6994,3,6,3,3,3,2,4,2,6
6995,3,6,3,3,3,2,4,3,6
6996,3,6,3,3,3,3,1,1,6
6997,3,6,3,3,3,3,1,2,6
6998,3,6,3,3,3,3,1,3,6
6999,3,6,3,3,3,3,2,1,6
7000,3,6,3,3,3,3,2,2,6
7001,3,6,3,3,3,3,2,3,6
7002,3,6,3,3,3,3,3,1,6
7003,3,6,3,3,3,3,3,2,6
7004,3,6,3,3,3,3,3,3,6
7005,3,6,3,3,3,3,4,1,6
7006,3,6,3,3,3,3,4,2,6
7007,3,6,3,3,3,3,4,3,6
7008,3,6,3,3,3,4,1,1,5
7009,3,6,3,3,3,4,1,2,5
7010,3,6,3,3,3,4,1,3,5
7011,3,6,3,3,3,4,2,1,5
7012,3,6,3,3,3,4,2,2,5
7013,3,6,3,3,3,4,2,3,5
7014,3,6,3,3,3,4,3,1,5
7015,3,6,3,3,3,4,3,2,5
7016,3,6,3,3,3,4,3,3,5
7017,3,6,3,3,3,4,4,1,5
7018,3,6,3,3,3,4,4,2,5
7019,3,6,3,3,3,4,4,3,5
7020,4,1,1,1,1,1,1,1,4
7021,4,1,1,1,1,1,1,2,4
7022,4,1,1,1,1,1,1,3,4
7023,4,1,1,1,1,1,2,1,4
7024,4,1,1,1,1,1,2,2,4
7025,4,1,1,1,1,1,2,3,4
7026,4,1,1,1,1,1,3,1,4
7027,4,1,1,1,1,1,3,2,4
7028,4,1,1,1,1,1,3,3,4
7029,4,1,1,1,1,1,4,1,4
7030,4,1,1,1,1,1,4,2,4
7031,4,1,1,1,1,1,4,3,4
7032,4,1,1,1,1,2,1,1,4
7033,4,1,1,1,1,2,1,2,4
7034,4,1,1,1,1,2,1,3,4
7035,4,1,1,1,1,2,2,1,4
7036,4,1,1,1,1,2,2,2,4
7037,4,1,1,1,1,2,2,3,4
7038,4,1,1,1,1,2,3,1,4
7039,4,1,1,1,1,2,3,2,4
7040,4,1,1,1,1,2,3,3,4
7041,4,1,1,1,1,2,4,1,4
7042,4,1,1,1,1,2,4,2,4
7043,4,1,1,1,1,2,4,3,4
7044,4,1,1,1,1,3,1,1,4
7045,4,1,1,1,1,3,1,2,4
7046,4,1,1,1,1,3,1,3,4
7047,4,1,1,1,1,3,2,1,4
7048,4,1,1,1,1,3,2,2,4
7049,4,1,1,1,1,3,2,3,4
7050,4,1,1,1,1,3,3,1,4
7051,4,1,1,1,1,3,3,2,4
7052,4,1,1,1,1,3,3,3,4
7053,4,1,1,1,1,3,4,1,4
7054,4,1,1,1,1,3,4,2,4
7055,4,1,1,1,1,3,4,3,4
7056,4,1,1,1,2,2,1,1,9
7057,4,1,1,1,2,2,2,1,9
7058,4,1,1,1,2,2,3,1,9
7059,4,1,1,1,2,2,4,1,9
7060,4,1,1,1,3,2,1,1,9
7061,4,1,1,1,3,2,2,1,9
7062,4,1,1,1,3,2,3,1,9
7063,4,1,1,1,3,2,4,1,9
7064,4,1,1,2,1,1,1,1,4
7065,4,1,1,2,1,1,1,2,4
7066,4,1,1,2,1,1,1,3,4
7067,4,1,1,2,1,1,2,1,4
7068,4,1,1,2,1,1,2,2,4
7069,4,1,1,2,1,1,2,3,4
7070,4,1,1,2,1,1,3,1,4
7071,4,1,1,2,1,1,3,2,4
7072,4,1,1,2,1,1,3,3,4
7073,4,1,1,2,1,1,4,1,4
7074,4,1,1,2,1,1,4,2,4
7075,4,1,1,2,1,1,4,3,4
7076,4,1,1,2,1,2,1,1,4
7077,4,1,1,2,1,2,1,2,4
7078,4,1,1,2,1,2,1,3,4
7079,4,1,1,2,1,2,2,1,4
7080,4,1,1,2,1,2,2,2,4
7081,4,1,1,2,1,2,2,3,4
7082,4,1,1,2,1,2,3,1,4
7083,4,1,1,2,1,2,3,2,4
7084,4,1,1,2,1,2,3,3,4
7085,4,1,1,2,1,2,4,1,4
7086,4,1,1,2,1,2,4,2,4
7087,4,1,1,2,1,2,4,3,4
7088,4,1,1,2,1,3,1,1,4
7089,4,1,1,2,1,3,1,2,4
7090,4,1,1,2,1,3,1,3,4
7091,4,1,1,2,1,3,2,1,4
7092,4,1,1,2,1,3,2,2,4
7093,4,1,1,2,1,3,2,3,4
7094,4,1,1,2,1,3,3,1,4
7095,4,1,1,2,1,3,3,2,4
7096,4,1,1,2,1,3,3,3,4
7097,4,1,1,2,1,3,4,1,4
7098,4,1,1,2,1,3,4,2,4
7099,4,1,1,2,1,3,4,3,4
7100,4,1,1,2,2,2,1,1,9
7101,4,1,1,2,2,2,2,1,9
7102,4,1,1,2,2,2,3,1,9
7103,4,1,1,2,2,2,4,1,9
7104,4,1,1,2,3,2,1,1,9
7105,4,1,1,2,3,2,2,1,9
7106,4,1,1,2,3,2,3,1,9
7107,4,1,1,2,3,2,4,1,9
7108,4,1,1,3,1,1,1,1,4
7109,4,1,1,3,1,1,1,2,4
7110,4,1,1,3,1,1,1,3,4
7111,4,1,1,3,1,1,2,1,4
7112,4,1,1,3,1,1,2,2,4
7113,4,1,1,3,1,1,2,3,4
7114,4,1,1,3,1,1,3,1,4
7115,4,1,1,3,1,1,3,2,4
7116,4,1,1,3,1,1,3,3,4
7117,4,1,1,3,1,1,4,1,4
7118,4,1,1,3,1,1,4,2,4
7119,4,1,1,3,1,1,4,3,4
7120,4,1,1,3,1,2,1,1,4
7121,4,1,1,3,1,2,1,2,4
7122,4,1,1,3,1,2,1,3,4
7123,4,1,1,3,1,2,2,1,4
7124,4,1,1,3,1,2,2,2,4
7125,4,1,1,3,1,2,2,3,4
7126,4,1,1,3,1,2,3,1,4
7127,4,1,1,3,1,2,3,2,4
7128,4,1,1,3,1,2,3,3,4
7129,4,1,1,3,1,2,4,1,4
7130,4,1,1,3,1,2,4,2,4
7131,4,1,1,3,1,2,4,3,4
7132,4,1,1,3,1,3,1,1,4
7133,4,1,1,3,1,3,1,2,4
7134,4,1,1,3,1,3,1,3,4
7135,4,1,1,3,1,3,2,1,4
7136,4,1,1,3,1,3,2,2,4
7137,4,1,1,3,1,3,2,3,4
7138,4,1,1,3,1,3,3,1,4
7139,4,1,1,3,1,3,3,2,4
7140,4,1,1,3,1,3,3,3,4
7141,4,1,1,3,1,3,4,1,4
7142,4,1,1,3,1,3,4,2,4
7143,4,1,1,3,1,3,4,3,4
7144,4,1,1,3,2,2,1,1,9
7145,4,1,1,3,2,2,2,1,9
7146,4,1,1,3,2,2,3,1,9
7147,4,1,1,3,2,2,4,1,9
7148,4,1,1,3,3,2,1,1,9
7149,4,1,1,3,3,2,2,1,9
7150,4,1,1,3,3,2,3,1,9
7151,4,1,1,3,3,2,4,1,9
7152,4,1,2,1,1,1,1,1,4
7153,4,1,2,1,1,1,1,2,4
7154,4,1,2,1,1,1,1,3,4
7155,4,1,2,1,1,1,2,1,4
7156,4,1,2,1,1,1,2,2,4
7157,4,1,2,1,1,1,2,3,4
7158,4,1,2,1,1,1,3,1,4
7159,4,1,2,1,1,1,3,2,4
7160,4,1,2,1,1,1,3,3,4
7161,4,1,2,1,1,1,4,1,4
7162,4,1,2,1,1,1,4,2,4
7163,4,1,2,1,1,1,4,3,4
7164,4,1,2,1,1,2,1,1,4
7165,4,1,2,1,1,2,1,2,4
7166,4,1,2,1,1,2,1,3,4
7167,4,1,2,1,1,2,2,1,4
7168,4,1,2,1,1,2,2,2,4
7169,4,1,2,1,1,2,2,3,4
7170,4,1,2,1,1,2,3,1,4
7171,4,1,2,1,1,2,3,2,4
7172,4,1,2,1,1,2,3,3,4
7173,4,1,2,1,1,2,4,1,4
7174,4,1,2,1,1,2,4,2,4
7175,4,1,2,1,1,2,4,3,4
7176,4,1,2,1,1,3,1,1,4
7177,4,1,2,1,1,3,1,2,4
7178,4,1,2,1,1,3,1,3,4
7179,4,1,2,1,1,3,2,1,4
7180,4,1,2,1,1,3,2,2,4
7181,4,1,2,1,1,3,2,3,4
7182,4,1,2,1,1,3,3,1,4
7183,4,1,2,1,1,3,3,2,4
7184,4,1,2,1,1,3,3,3,4
7185,4,1,2,1,1,3,4,1,4
7186,4,1,2,1,1,3,4,2,4
7187,4,1,2,1,1,3,4,3,4
7188,4,1,2,1,2,2,1,1,9
7189,4,1,2,1,2,2,2,1,9
7190,4,1,2,1,2,2,3,1,9
7191,4,1,2,1,2,2,4,1,9
7192,4,1,2,1,3,2,1,1,9
7193,4,1,2,1,3,2,2,1,9
7194,4,1,2,1,3,2,3,1,9
7195,4,1,2,1,3,2,4,1,9
7196,4,1,2,2,1,1,1,1,4
7197,4,1,2,2,1,1,1,2,4
7198,4,1,2,2,1,1,1,3,4
7199,4,1,2,2,1,1,2,1,4
7200,4,1,2,2,1,1,2,2,4
7201,4,1,2,2,1,1,2,3,4
7202,4,1,2,2,1,1,3,1,4
7203,4,1,2,2,1,1,3,2,4
7204,4,1,2,2,1,1,3,3,4
7205,4,1,2,2,1,1,4,1,4
7206,4,1,2,2,1,1,4,2,4
7207,4,1,2,2,1,1,4,3,4
7208,4,1,2,2,1,2,1,1,4
7209,4,1,2,2,1,2,1,2,4
7210,4,1,2,2,1,2,1,3,4
7211,4,1,2,2,1,2,2,1,4
7212,4,1,2,2,1,2,2,2,4
7213,4,1,2,2,1,2,2,3,4
7214,4,1,2,2,1,2,3,1,4
7215,4,1,2,2,1,2,3,2,4
7216,4,1,2,2,1,2,3,3,4
7217,4,1,2,2,1,2,4,1,4
7218,4,1,2,2,1,2,4,2,4
7219,4,1,2,2,1,2,4,3,4
7220,4,1,2,2,1,3,1,1,4
7221,4,1,2,2,1,3,1,2,4
7222,4,1,2,2,1,3,1,3,4
7223,4,1,2,2,1,3,2,1,4
7224,4,1,2,2,1,3,2,2,4
7225,4,1,2,2,1,3,2,3,4
7226,4,1,2,2,1,3,3,1,4
7227,4,1,2,2,1,3,3,2,4
7228,4,1,2,2,1,3,3,3,4
7229,4,1,2,2,1,3,4,1,4
7230,4,1,2,2,1,3,4,2,4
7231,4,1,2,2,1,3,4,3,4
7232,4,1,2,2,2,2,1,1,9
7233,4,1,2,2,2,2,2,1,9
7234,4,1,2,2,2,2,3,1,9
7235,4,1,2,2,2,2,4,1,9
7236,4,1,2,2,3,2,1,1,9
7237,4,1,2,2,3,2,2,1,9
7238,4,1,2,2,3,2,3,1,9
7239,4,1,2,2,3,2,4,1,9
7240,4,1,2,3,1,1,1,1,4
7241,4,1,2,3,1,1,1,2,4
7242,4,1,2,3,1,1,1,3,4
7243,4,1,2,3,1,1,2,1,4
7244,4,1,2,3,1,1,2,2,4
7245,4,1,2,3,1,1,2,3,4
7246,4,1,2,3,1,1,3,1,4
7247,4,1,2,3,1,1,3,2,4
7248,4,1,2,3,1,1,3,3,4
7249,4,1,2,3,1,1,4,1,4
7250,4,1,2,3,1,1,4,2,4
7251,4,1,2,3,1,1,4,3,4
7252,4,1,2,3,1,2,1,1,4
7253,4,1,2,3,1,2,1,2,4
7254,4,1,2,3,1,2,1,3,4
7255,4,1,2,3,1,2,2,1,4
7256,4,1,2,3,1,2,2,2,4
7257,4,1,2,3,1,2,2,3,4
7258,4,1,2,3,1,2,3,1,4
7259,4,1,2,3,1,2,3,2,4
7260,4,1,2,3,1,2,3,3,4
7261,4,1,2,3,1,2,4,1,4
7262,4,1,2,3,1,2,4,2,4
7263,4,1,2,3,1,2,4,3,4
7264,4,1,2,3,1,3,1,1,4
7265,4,1,2,3,1,3,1,2,4
7266,4,1,2,3,1,3,1,3,4
7267,4,1,2,3,1,3,2,1,4
7268,4,1,2,3,1,3,2,2,4
7269,4,1,2,3,1,3,2,3,4
7270,4,1,2,3,1,3,3,1,4
7271,4,1,2,3,1,3,3,2,4
7272,4,1,2,3,1,3,3,3,4
7273,4,1,2,3,1,3,4,1,4
7274,4,1,2,3,1,3,4,2,4
7275,4,1,2,3,1,3,4,3,4
7276,4,1,2,3,2,2,1,1,9
7277,4,1,2,3,2,2,2,1,9
7278,4,1,2,3,2,2,3,1,9
7279,4,1,2,3,2,2,4,1,9
7280,4,1,2,3,3,2,1,1,9
7281,4,1,2,3,3,2,2,1,9
7282,4,1,2,3,3,2,3,1,9
7283,4,1,2,3,3,2,4,1,9
7284,4,1,3,1,1,1,1,1,4
7285,4,1,3,1,1,1,1,2,4
7286,4,1,3,1,1,1,1,3,4
7287,4,1,3,1,1,1,2,1,4
7288,4,1,3,1,1,1,2,2,4
7289,4,1,3,1,1,1,2,3,4
7290,4,1,3,1,1,1,3,1,4
7291,4,1,3,1,1,1,3,2,4
7292,4,1,3,1,1,1,3,3,4
7293,4,1,3,1,1,1,4,1,4
7294,4,1,3,1,1,1,4,2,4
7295,4,1,3,1,1,1,4,3,4
7296,4,1,3,1,1,2,1,1,4
7297,4,1,3,1,1,2,1,2,4
7298,4,1,3,1,1,2,1,3,4
7299,4,1,3,1,1,2,2,1,4
7300,4,1,3,1,1,2,2,2,4
7301,4,1,3,1,1,2,2,3,4
7302,4,1,3,1,1,2,3,1,4
7303,4,1,3,1,1,2,3,2,4
7304,4,1,3,1,1,2,3,3,4
7305,4,1,3,1,1,2,4,1,4
7306,4,1,3,1,1,2,4,2,4
7307,4,1,3,1,1,2,4,3,4
7308,4,1,3,1,1,3,1,1,4
7309,4,1,3,1,1,3,1,2,4
7310,4,1,3,1,1,3,1,3,4
7311,4,1,3,1,1,3,2,1,4
7312,4,1,3,1,1,3,2,2,4
7313,4,1,3,1,1,3,2,3,4
7314,4,1,3,1,1,3,3,1,4
7315,4,1,3,1,1,3,3,2,4
7316,4,1,3,1,1,3,3,3,4
7317,4,1,3,1,1,3,4,1,4
7318,4,1,3,1,1,3,4,2,4
7319,4,1,3,1,1,3,4,3,4
7320,4,1,3,1,2,2,1,1,9
7321,4,1,3,1,2,2,2,1,9
7322,4,1,3,1,2,2,3,1,9
7323,4,1,3,1,2,2,4,1,9
7324,4,1,3,1,3,2,1,1,9
7325,4,1,3,1,3,2,2,1,9
7326,4,1,3,1,3,2,3,1,9
7327,4,1,3,1,3,2,4,1,9
7328,4,1,3,2,1,1,1,1,4
7329,4,1,3,2,1,1,1,2,4
7330,4,1,3,2,1,1,1,3,4
7331,4,1,3,2,1,1,2,1,4
7332,4,1,3,2,1,1,2,2,4
7333,4,1,3,2,1,1,2,3,4
7334,4,1,3,2,1,1,3,1,4
7335,4,1,3,2,1,1,3,2,4
7336,4,1,3,2,1,1,3,3,4
7337,4,1,3,2,1,1,4,1,4
7338,4,1,3,2,1,1,4,2,4
7339,4,1,3,2,1,1,4,3,4
7340,4,1,3,2,1,2,1,1,4
7341,4,1,3,2,1,2,1,2,4
7342,4,1,3,2,1,2,1,3,4
7343,4,1,3,2,1,2,2,1,4
7344,4,1,3,2,1,2,2,2,4
7345,4,1,3,2,1,2,2,3,4
7346,4,1,3,2,1,2,3,1,4
7347,4,1,3,2,1,2,3,2,4
7348,4,1,3,2,1,2,3,3,4
7349,4,1,3,2,1,2,4,1,4
7350,4,1,3,2,1,2,4,2,4
7351,4,1,3,2,1,2,4,3,4
7352,4,1,3,2,1,3,1,1,4
7353,4,1,3,2,1,3,1,2,4
7354,4,1,3,2,1,3,1,3,4
7355,4,1,3,2,1,3,2,1,4
7356,4,1,3,2,1,3,2,2,4
7357,4,1,3,2,1,3,2,3,4
7358,4,1,3,2,1,3,3,1,4
7359,4,1,3,2,1,3,3,2,4
7360,4,1,3,2,1,3,3,3,4
7361,4,1,3,2,1,3,4,1,4
7362,4,1,3,2,1,3,4,2,4
7363,4,1,3,2,1,3,4,3,4
7364,4,1,3,2,2,2,1,1,9
7365,4,1,3,2,2,2,2,1,9
7366,4,1,3,2,2,2,3,1,9
7367,4,1,3,2,2,2,4,1,9
7368,4,1,3,2,3,2,1,1,9
7369,4,1,3,2,3,2,2,1,9
7370,4,1,3,2,3,2,3,1,9
7371,4,1,3,2,3,2,4,1,9
7372,4,1,3,3,1,1,1,1,4
7373,4,1,3,3,1,1,1,2,4
7374,4,1,3,3,1,1,1,3,4
7375,4,1,3,3,1,1,2,1,4
7376,4,1,3,3,1,1,2,2,4
7377,4,1,3,3,1,1,2,3,4
7378,4,1,3,3,1,1,3,1,4
7379,4,1,3,3,1,1,3,2,4
7380,4,1,3,3,1,1,3,3,4
7381,4,1,3,3,1,1,4,1,4
